Suburb,Post Code,State,State Code
Crib Point,3919,Victoria,VIC
Hmas Cerberus,3920,Victoria,VIC
Elizabeth Island,3921,Victoria,VIC
French Island,3921,Victoria,VIC
Cowes,3922,Victoria,VIC
Newhaven,3922,Victoria,VIC
Silverleaves,3922,Victoria,VIC
Smiths Beach,3922,Victoria,VIC
Summerlands,3922,Victoria,VIC
Sunderland Bay,3922,Victoria,VIC
Surf Beach ,3922,Victoria,VIC
Ventnor ,3922,Victoria,VIC
Rhyll,3923,Victoria,VIC
Cape Woolamai,3925,Victoria,VIC
Churchill Island,3925,Victoria,VIC
Newhaven,3925,Victoria,VIC
San Remo ,3925,Victoria,VIC
Balnarring Beach,3926,Victoria,VIC
Merricks Beach,3926,Victoria,VIC
Somers,3927,Victoria,VIC
Flinders ,3929,Victoria,VIC
Mount Eliza,3930,Victoria,VIC
Mornington ,3931,Victoria,VIC
Mount Martha,3934,Victoria,VIC
Dromana,3936,Victoria,VIC
Safety Beach ,3936,Victoria,VIC
McCrae,3938,Victoria,VIC
Cape Schanck,3939,Victoria,VIC
Fingal ,3939,Victoria,VIC
Rosebud,3939,Victoria,VIC
Capel Sound,3940,Victoria,VIC
Rye,3941,Victoria,VIC
St Andrews Beach,3941,Victoria,VIC
Tootgarook,3941,Victoria,VIC
Blairgowrie,3942,Victoria,VIC
Sorrento ,3943,Victoria,VIC
Portsea,3944,Victoria,VIC
Tarwin Lower,3956,Victoria,VIC
Venus Bay ,3956,Victoria,VIC
Walkerville ,3956,Victoria,VIC
Walkerville North,3956,Victoria,VIC
Walkerville South,3956,Victoria,VIC
Sandy Point ,3959,Victoria,VIC
Waratah Bay,3959,Victoria,VIC
Wilsons Promontory,3959,Victoria,VIC
Foster,3960,Victoria,VIC
Wilsons Promontory,3960,Victoria,VIC
Yanakie,3960,Victoria,VIC
Agnes,3962,Victoria,VIC
Toora ,3962,Victoria,VIC
Port Franklin,3964,Victoria,VIC
Port Welshpool,3965,Victoria,VIC
Welshpool ,3966,Victoria,VIC
Hedley,3967,Victoria,VIC
Alberton ,3971,Victoria,VIC
Hunterston,3971,Victoria,VIC
Langsborough,3971,Victoria,VIC
Manns Beach,3971,Victoria,VIC
Port Albert,3971,Victoria,VIC
Robertsons Beach,3971,Victoria,VIC
Snake Island,3971,Victoria,VIC
Tarraville,3971,Victoria,VIC
Cannons Creek,3977,Victoria,VIC
Blind Bight,3980,Victoria,VIC
Tooradin,3980,Victoria,VIC
Warneet,3980,Victoria,VIC
Koo Wee Rup,3981,Victoria,VIC
Caldermeade,3984,Victoria,VIC
Corinella ,3984,Victoria,VIC
Coronet Bay,3984,Victoria,VIC
Grantville,3984,Victoria,VIC
Jam Jerrup,3984,Victoria,VIC
Lang Lang,3984,Victoria,VIC
The Gurdies,3984,Victoria,VIC
Bass,3991,Victoria,VIC
Dalyston,3992,Victoria,VIC
Cape Paterson,3995,Victoria,VIC
Harmers Haven,3995,Victoria,VIC
Kilcunda,3995,Victoria,VIC
Wonthaggi,3995,Victoria,VIC
Inverloch,3996,Victoria,VIC
Gibson Desert South,0872,Western Australia,WA
Irrunytju,0872,Western Australia,WA
Kanpa,0872,Western Australia,WA
Mantamaru,0872,Western Australia,WA
Ngaanyatjarra-Giles,0872,Western Australia,WA
Papulankutja,0872,Western Australia,WA
Patjarr,0872,Western Australia,WA
Tjirrkarli,0872,Western Australia,WA
Tjukurla,0872,Western Australia,WA
Wanarn,0872,Western Australia,WA
Warakurna,0872,Western Australia,WA
Highgate ,6000,Western Australia,WA
Highgate ,6003,Western Australia,WA
Northbridge ,6003,Western Australia,WA
West Perth,6005,Western Australia,WA
North Perth,6006,Western Australia,WA
Leederville,6007,Western Australia,WA
Wembley,6007,Western Australia,WA
West Leederville,6007,Western Australia,WA
Daglish,6008,Western Australia,WA
Shenton Park,6008,Western Australia,WA
Subiaco,6008,Western Australia,WA
Karrakatta,6010,Western Australia,WA
Mount Claremont,6010,Western Australia,WA
Floreat,6014,Western Australia,WA
Jolimont,6014,Western Australia,WA
Wembley,6014,Western Australia,WA
Wembley Downs,6015,Western Australia,WA
Glendalough,6016,Western Australia,WA
Mount Hawthorn,6016,Western Australia,WA
Herdsman,6017,Western Australia,WA
Osborne Park,6017,Western Australia,WA
Tuart Hill,6017,Western Australia,WA
Churchlands,6018,Western Australia,WA
Doubleview,6018,Western Australia,WA
Gwelup,6018,Western Australia,WA
Innaloo,6018,Western Australia,WA
Karrinyup,6018,Western Australia,WA
Woodlands ,6018,Western Australia,WA
Wembley Downs,6019,Western Australia,WA
Carine,6020,Western Australia,WA
Duncraig,6020,Western Australia,WA
Marmion,6020,Western Australia,WA
Balcatta,6021,Western Australia,WA
Stirling ,6021,Western Australia,WA
Hamersley,6022,Western Australia,WA
Duncraig,6023,Western Australia,WA
Duncraig,6024,Western Australia,WA
Greenwood ,6024,Western Australia,WA
Warwick ,6024,Western Australia,WA
Craigie ,6025,Western Australia,WA
Padbury,6025,Western Australia,WA
Craigie ,6026,Western Australia,WA
Kingsley,6026,Western Australia,WA
Woodvale ,6026,Western Australia,WA
Beldon,6027,Western Australia,WA
Connolly,6027,Western Australia,WA
Edgewater,6027,Western Australia,WA
Heathridge,6027,Western Australia,WA
Joondalup,6027,Western Australia,WA
Currambine,6028,Western Australia,WA
Kinross,6028,Western Australia,WA
Clarkson,6030,Western Australia,WA
Merriwa ,6030,Western Australia,WA
Ridgewood ,6030,Western Australia,WA
Tamala Park,6030,Western Australia,WA
Banksia Grove,6031,Western Australia,WA
Carramar ,6031,Western Australia,WA
Neerabup,6031,Western Australia,WA
Nowergup,6032,Western Australia,WA
Carabooda,6033,Western Australia,WA
Butler ,6036,Western Australia,WA
Woodridge ,6041,Western Australia,WA
Karakin,6044,Western Australia,WA
Coolbinia,6050,Western Australia,WA
Menora,6050,Western Australia,WA
Bedford,6052,Western Australia,WA
Inglewood ,6052,Western Australia,WA
Eden Hill,6054,Western Australia,WA
Kiara,6054,Western Australia,WA
Lockridge,6054,Western Australia,WA
Brabham,6055,Western Australia,WA
Bushmead,6055,Western Australia,WA
Dayton,6055,Western Australia,WA
Hazelmere,6055,Western Australia,WA
Henley Brook,6055,Western Australia,WA
West Swan,6055,Western Australia,WA
Baskerville,6056,Western Australia,WA
Bellevue ,6056,Western Australia,WA
Boya,6056,Western Australia,WA
Greenmount ,6056,Western Australia,WA
Helena Valley,6056,Western Australia,WA
Herne Hill ,6056,Western Australia,WA
Jane Brook,6056,Western Australia,WA
Koongamia,6056,Western Australia,WA
Middle Swan,6056,Western Australia,WA
Midland,6056,Western Australia,WA
Midvale,6056,Western Australia,WA
Millendon,6056,Western Australia,WA
Red Hill ,6056,Western Australia,WA
Stratton,6056,Western Australia,WA
Swan View,6056,Western Australia,WA
Viveash,6056,Western Australia,WA
Woodbridge ,6056,Western Australia,WA
High Wycombe,6057,Western Australia,WA
Maida Vale,6057,Western Australia,WA
Forrestfield,6058,Western Australia,WA
Dianella,6059,Western Australia,WA
Joondanna,6060,Western Australia,WA
Tuart Hill,6060,Western Australia,WA
Yokine,6060,Western Australia,WA
Balga,6061,Western Australia,WA
Mirrabooka ,6061,Western Australia,WA
Nollamara,6061,Western Australia,WA
Westminster,6061,Western Australia,WA
Embleton,6062,Western Australia,WA
Morley,6062,Western Australia,WA
Noranda,6062,Western Australia,WA
Beechboro,6063,Western Australia,WA
Bennett Springs,6063,Western Australia,WA
Alexander Heights,6064,Western Australia,WA
Balga,6064,Western Australia,WA
Girrawheen,6064,Western Australia,WA
Koondoola,6064,Western Australia,WA
Marangaroo,6064,Western Australia,WA
Ashby ,6065,Western Australia,WA
Darch,6065,Western Australia,WA
Hocking,6065,Western Australia,WA
Landsdale,6065,Western Australia,WA
Madeley,6065,Western Australia,WA
Pearsall,6065,Western Australia,WA
Sinagra,6065,Western Australia,WA
Tapping,6065,Western Australia,WA
Wangara,6065,Western Australia,WA
Wanneroo,6065,Western Australia,WA
Ballajura,6066,Western Australia,WA
Cullacabardee,6067,Western Australia,WA
Whiteman,6068,Western Australia,WA
Aveley,6069,Western Australia,WA
Belhus,6069,Western Australia,WA
Brigadoon,6069,Western Australia,WA
Ellenbrook,6069,Western Australia,WA
The Vines,6069,Western Australia,WA
Upper Swan,6069,Western Australia,WA
Darlington ,6070,Western Australia,WA
Glen Forrest,6071,Western Australia,WA
Hovea,6071,Western Australia,WA
Mahogany Creek,6072,Western Australia,WA
Mundaring,6073,Western Australia,WA
Sawyers Valley,6074,Western Australia,WA
Bickley,6076,Western Australia,WA
Carmel,6076,Western Australia,WA
Gooseberry Hill,6076,Western Australia,WA
Hacketts Gully,6076,Western Australia,WA
Kalamunda,6076,Western Australia,WA
Lesmurdie,6076,Western Australia,WA
Paulls Valley,6076,Western Australia,WA
Pickering Brook,6076,Western Australia,WA
Piesse Brook,6076,Western Australia,WA
Reservoir ,6076,Western Australia,WA
Walliston,6076,Western Australia,WA
Gnangara,6077,Western Australia,WA
Jandabup,6077,Western Australia,WA
Mariginiup,6078,Western Australia,WA
Pinjar,6078,Western Australia,WA
Lexia,6079,Western Australia,WA
Melaleuca,6079,Western Australia,WA
Parkerville,6081,Western Australia,WA
Stoneville,6081,Western Australia,WA
Bailup,6082,Western Australia,WA
Mount Helena,6082,Western Australia,WA
Gidgegannup,6083,Western Australia,WA
Morangup,6083,Western Australia,WA
Avon Valley National Park,6084,Western Australia,WA
Bullsbrook,6084,Western Australia,WA
Chittering,6084,Western Australia,WA
Lower Chittering,6084,Western Australia,WA
Walyunga National Park,6084,Western Australia,WA
Malaga,6090,Western Australia,WA
Lathlain,6100,Western Australia,WA
Carlisle,6101,Western Australia,WA
East Victoria Park,6101,Western Australia,WA
Bentley ,6102,Western Australia,WA
St James ,6102,Western Australia,WA
Redcliffe ,6104,Western Australia,WA
Cloverdale,6105,Western Australia,WA
Kewdale,6105,Western Australia,WA
Perth Airport,6105,Western Australia,WA
Welshpool ,6106,Western Australia,WA
Beckenham,6107,Western Australia,WA
Cannington,6107,Western Australia,WA
East Cannington,6107,Western Australia,WA
Kenwick,6107,Western Australia,WA
Queens Park ,6107,Western Australia,WA
Wattle Grove ,6107,Western Australia,WA
Thornlie,6108,Western Australia,WA
Maddington,6109,Western Australia,WA
Orange Grove ,6109,Western Australia,WA
Gosnells,6110,Western Australia,WA
Huntingdale ,6110,Western Australia,WA
Martin,6110,Western Australia,WA
Southern River,6110,Western Australia,WA
Ashendon,6111,Western Australia,WA
Camillo,6111,Western Australia,WA
Canning Mills,6111,Western Australia,WA
Champion Lakes,6111,Western Australia,WA
Karragullen,6111,Western Australia,WA
Kelmscott,6111,Western Australia,WA
Lesley,6111,Western Australia,WA
Roleystone,6111,Western Australia,WA
Armadale ,6112,Western Australia,WA
Bedfordale,6112,Western Australia,WA
Brookdale ,6112,Western Australia,WA
Forrestdale,6112,Western Australia,WA
Harrisdale,6112,Western Australia,WA
Haynes,6112,Western Australia,WA
Hilbert,6112,Western Australia,WA
Mount Nasura,6112,Western Australia,WA
Mount Richon,6112,Western Australia,WA
Piara Waters,6112,Western Australia,WA
Seville Grove,6112,Western Australia,WA
Wungong,6112,Western Australia,WA
Oakford,6121,Western Australia,WA
Oldbury,6121,Western Australia,WA
Byford,6122,Western Australia,WA
Cardup,6122,Western Australia,WA
Darling Downs,6122,Western Australia,WA
Karrakup,6122,Western Australia,WA
Mundijong,6123,Western Australia,WA
Whitby,6123,Western Australia,WA
Jarrahdale,6124,Western Australia,WA
Hopeland ,6125,Western Australia,WA
Mardella,6125,Western Australia,WA
Serpentine ,6125,Western Australia,WA
Keysbrook,6126,Western Australia,WA
Langford,6147,Western Australia,WA
Lynwood ,6147,Western Australia,WA
Parkwood ,6147,Western Australia,WA
Ferndale ,6148,Western Australia,WA
Riverton ,6148,Western Australia,WA
Bull Creek ,6149,Western Australia,WA
Leeming,6149,Western Australia,WA
Bateman,6150,Western Australia,WA
Murdoch,6150,Western Australia,WA
Winthrop,6150,Western Australia,WA
Kensington ,6151,Western Australia,WA
Karawara,6152,Western Australia,WA
Manning,6152,Western Australia,WA
Ardross,6153,Western Australia,WA
Booragoon,6154,Western Australia,WA
Myaree,6154,Western Australia,WA
Canning Vale,6155,Western Australia,WA
Willetton,6155,Western Australia,WA
Melville ,6156,Western Australia,WA
Willagee,6156,Western Australia,WA
Palmyra ,6157,Western Australia,WA
Beaconsfield ,6162,Western Australia,WA
White Gum Valley,6162,Western Australia,WA
Bibra Lake,6163,Western Australia,WA
Coolbellup,6163,Western Australia,WA
Hamilton Hill,6163,Western Australia,WA
Hilton ,6163,Western Australia,WA
Kardinya,6163,Western Australia,WA
North Lake,6163,Western Australia,WA
O'Connor ,6163,Western Australia,WA
Samson,6163,Western Australia,WA
Spearwood,6163,Western Australia,WA
Atwell,6164,Western Australia,WA
Aubin Grove,6164,Western Australia,WA
Banjup,6164,Western Australia,WA
Beeliar,6164,Western Australia,WA
Cockburn Central,6164,Western Australia,WA
Hammond Park,6164,Western Australia,WA
Jandakot,6164,Western Australia,WA
South Lake,6164,Western Australia,WA
Success,6164,Western Australia,WA
Treeby,6164,Western Australia,WA
Yangebup,6164,Western Australia,WA
Hope Valley ,6165,Western Australia,WA
Lake Coogee,6166,Western Australia,WA
Munster,6166,Western Australia,WA
Wattleup,6166,Western Australia,WA
Anketell,6167,Western Australia,WA
Bertram,6167,Western Australia,WA
Calista,6167,Western Australia,WA
Casuarina ,6167,Western Australia,WA
Kwinana Town Centre,6167,Western Australia,WA
Mandogalup,6167,Western Australia,WA
Medina,6167,Western Australia,WA
Orelia,6167,Western Australia,WA
Parmelia,6167,Western Australia,WA
Postans,6167,Western Australia,WA
The Spectacles,6167,Western Australia,WA
Wandi,6167,Western Australia,WA
Cooloongup,6168,Western Australia,WA
Hillman,6168,Western Australia,WA
Leda,6170,Western Australia,WA
Wellard,6170,Western Australia,WA
Baldivis,6171,Western Australia,WA
Karnup,6176,Western Australia,WA
Greenfields,6180,Western Australia,WA
Lakelands ,6180,Western Australia,WA
Parklands ,6180,Western Australia,WA
Stake Hill,6181,Western Australia,WA
Keralup,6182,Western Australia,WA
Myara,6207,Western Australia,WA
Nambeelup,6207,Western Australia,WA
North Dandalup,6207,Western Australia,WA
Solus,6207,Western Australia,WA
Whittaker,6207,Western Australia,WA
Blythewood,6208,Western Australia,WA
Fairbridge,6208,Western Australia,WA
Meelon,6208,Western Australia,WA
North Yunderup,6208,Western Australia,WA
Pinjarra,6208,Western Australia,WA
Ravenswood ,6208,Western Australia,WA
West Pinjarra,6208,Western Australia,WA
Barragup,6209,Western Australia,WA
Furnissdale,6209,Western Australia,WA
Greenfields,6210,Western Australia,WA
Meadow Springs,6210,Western Australia,WA
Banksiadale,6213,Western Australia,WA
Dwellingup,6213,Western Australia,WA
Etmilyn,6213,Western Australia,WA
Holyoake,6213,Western Australia,WA
Inglehope,6213,Western Australia,WA
Marrinup,6213,Western Australia,WA
Teesdale ,6213,Western Australia,WA
Coolup,6214,Western Australia,WA
Hamel,6215,Western Australia,WA
Nanga Brook,6215,Western Australia,WA
Wagerup,6215,Western Australia,WA
Waroona,6215,Western Australia,WA
Yarloop,6218,Western Australia,WA
Cookernup,6219,Western Australia,WA
Harvey,6220,Western Australia,WA
Hoffman,6220,Western Australia,WA
Uduc,6220,Western Australia,WA
Warawarrup,6220,Western Australia,WA
Mornington ,6221,Western Australia,WA
Wokalup,6221,Western Australia,WA
Benger,6223,Western Australia,WA
Beela,6224,Western Australia,WA
Brunswick ,6224,Western Australia,WA
Allanson,6225,Western Australia,WA
Bowelling,6225,Western Australia,WA
Buckingham ,6225,Western Australia,WA
Cardiff ,6225,Western Australia,WA
Collie ,6225,Western Australia,WA
Collie Burn,6225,Western Australia,WA
Harris River,6225,Western Australia,WA
Lyalls Mill,6225,Western Australia,WA
McAlinden,6225,Western Australia,WA
Muja,6225,Western Australia,WA
Mumballup,6225,Western Australia,WA
Mungalup,6225,Western Australia,WA
Noggerup,6225,Western Australia,WA
Palmer ,6225,Western Australia,WA
Preston Settlement,6225,Western Australia,WA
Shotts,6225,Western Australia,WA
Worsley,6225,Western Australia,WA
Yourdamung Lake,6225,Western Australia,WA
Roelands,6226,Western Australia,WA
Burekup,6227,Western Australia,WA
Waterloo ,6228,Western Australia,WA
Picton ,6229,Western Australia,WA
Picton East,6229,Western Australia,WA
Carey Park,6230,Western Australia,WA
College Grove,6230,Western Australia,WA
Davenport ,6230,Western Australia,WA
East Bunbury,6230,Western Australia,WA
Gelorup,6230,Western Australia,WA
Glen Iris ,6230,Western Australia,WA
Pelican Point ,6230,Western Australia,WA
Eaton ,6232,Western Australia,WA
Millbridge,6232,Western Australia,WA
Australind,6233,Western Australia,WA
Wellesley ,6233,Western Australia,WA
Crooked Brook,6236,Western Australia,WA
Dardanup,6236,Western Australia,WA
Dardanup West,6236,Western Australia,WA
Ferguson ,6236,Western Australia,WA
Henty ,6236,Western Australia,WA
Paradise ,6236,Western Australia,WA
Wellington Forest,6236,Western Australia,WA
Wellington Mill,6236,Western Australia,WA
Boyanup,6237,Western Australia,WA
Elgin ,6237,Western Australia,WA
Gwindinup,6237,Western Australia,WA
North Boyanup,6237,Western Australia,WA
The Plains,6237,Western Australia,WA
Argyle ,6239,Western Australia,WA
Beelerup,6239,Western Australia,WA
Brookhampton,6239,Western Australia,WA
Charley Creek,6239,Western Australia,WA
Donnybrook ,6239,Western Australia,WA
Glen Mervyn,6239,Western Australia,WA
Paynedale,6239,Western Australia,WA
Queenwood,6239,Western Australia,WA
Thomson Brook,6239,Western Australia,WA
Upper Capel,6239,Western Australia,WA
Yabberup,6239,Western Australia,WA
Lowden,6240,Western Australia,WA
Wilga,6243,Western Australia,WA
Wilga West,6243,Western Australia,WA
Boyup Brook,6244,Western Australia,WA
Chowerup,6244,Western Australia,WA
Dinninup,6244,Western Australia,WA
Kulikup,6244,Western Australia,WA
Mayanup,6244,Western Australia,WA
Scotts Brook,6244,Western Australia,WA
Tonebridge,6244,Western Australia,WA
Trigwell,6244,Western Australia,WA
Brazier,6251,Western Australia,WA
Kirup,6251,Western Australia,WA
Newlands ,6251,Western Australia,WA
Mullalyup,6252,Western Australia,WA
Balingup,6253,Western Australia,WA
Grimwade,6253,Western Australia,WA
Southampton ,6253,Western Australia,WA
Greenbushes,6254,Western Australia,WA
North Greenbushes,6254,Western Australia,WA
Benjinup,6255,Western Australia,WA
Bridgetown,6255,Western Australia,WA
Catterick,6255,Western Australia,WA
Hester,6255,Western Australia,WA
Hester Brook,6255,Western Australia,WA
Kangaroo Gully,6255,Western Australia,WA
Winnejup,6255,Western Australia,WA
Glenlynn,6256,Western Australia,WA
Kingston ,6256,Western Australia,WA
Maranup,6256,Western Australia,WA
Sunnyside ,6256,Western Australia,WA
Wandillup,6256,Western Australia,WA
Yornup,6256,Western Australia,WA
Balbarrup,6258,Western Australia,WA
Deanmill,6258,Western Australia,WA
Diamond Tree,6258,Western Australia,WA
Dingup,6258,Western Australia,WA
Dixvale,6258,Western Australia,WA
Donnelly River,6258,Western Australia,WA
Glenoran,6258,Western Australia,WA
Jardee,6258,Western Australia,WA
Lake Muir,6258,Western Australia,WA
Linfarne,6258,Western Australia,WA
Manjimup,6258,Western Australia,WA
Middlesex ,6258,Western Australia,WA
Mordalup,6258,Western Australia,WA
Palgarup,6258,Western Australia,WA
Perup,6258,Western Australia,WA
Quinninup,6258,Western Australia,WA
Ringbark,6258,Western Australia,WA
Smith Brook,6258,Western Australia,WA
Upper Warren,6258,Western Australia,WA
Wilgarrup,6258,Western Australia,WA
Yanmah,6258,Western Australia,WA
Beedelup,6260,Western Australia,WA
Biddelia,6260,Western Australia,WA
Channybearup,6260,Western Australia,WA
Collins,6260,Western Australia,WA
Eastbrook,6260,Western Australia,WA
Peerabeelup,6260,Western Australia,WA
Pemberton,6260,Western Australia,WA
Boorara Brook,6262,Western Australia,WA
Crowea,6262,Western Australia,WA
Northcliffe,6262,Western Australia,WA
Shannon ,6262,Western Australia,WA
Capel,6271,Western Australia,WA
Capel River,6271,Western Australia,WA
Barrabup,6275,Western Australia,WA
Carlotta,6275,Western Australia,WA
Cundinup,6275,Western Australia,WA
Darradup,6275,Western Australia,WA
East Nannup,6275,Western Australia,WA
Jalbarragup,6275,Western Australia,WA
Jarrahwood,6275,Western Australia,WA
Nannup,6275,Western Australia,WA
Yoganup,6275,Western Australia,WA
Abba River,6280,Western Australia,WA
Acton Park ,6280,Western Australia,WA
Ambergate,6280,Western Australia,WA
Boallia,6280,Western Australia,WA
Bovell,6280,Western Australia,WA
Carbunup River,6280,Western Australia,WA
Chapman Hill,6280,Western Australia,WA
Hithergreen,6280,Western Australia,WA
Jindong,6280,Western Australia,WA
Kalgup,6280,Western Australia,WA
Kaloorup,6280,Western Australia,WA
Kealy,6280,Western Australia,WA
Ludlow,6280,Western Australia,WA
Metricup,6280,Western Australia,WA
North Jindong,6280,Western Australia,WA
Reinscourt,6280,Western Australia,WA
Ruabon,6280,Western Australia,WA
Sabina River,6280,Western Australia,WA
Tutunup,6280,Western Australia,WA
Vasse,6280,Western Australia,WA
Walsall,6280,Western Australia,WA
Yalyalup,6280,Western Australia,WA
Yelverton,6280,Western Australia,WA
Yoongarillup,6280,Western Australia,WA
Eagle Bay,6281,Western Australia,WA
Quedjinup,6281,Western Australia,WA
Yallingup Siding,6282,Western Australia,WA
Baudin,6284,Western Australia,WA
Cowaramup,6284,Western Australia,WA
Treeton,6284,Western Australia,WA
Bramley,6285,Western Australia,WA
Margaret River ,6285,Western Australia,WA
Osmington,6285,Western Australia,WA
Rosa Brook,6285,Western Australia,WA
Rosa Glen,6285,Western Australia,WA
Schroeder,6285,Western Australia,WA
Forest Grove ,6286,Western Australia,WA
Witchcliffe,6286,Western Australia,WA
Alexandra Bridge,6288,Western Australia,WA
Courtenay,6288,Western Australia,WA
Karridale,6288,Western Australia,WA
Nillup,6288,Western Australia,WA
Warner Glen,6288,Western Australia,WA
Badgin,6302,Western Australia,WA
Balladong,6302,Western Australia,WA
Burges,6302,Western Australia,WA
Caljie,6302,Western Australia,WA
Cold Harbour,6302,Western Australia,WA
Daliak,6302,Western Australia,WA
Flint,6302,Western Australia,WA
Flynn ,6302,Western Australia,WA
Gilgering,6302,Western Australia,WA
Greenhills,6302,Western Australia,WA
Gwambygine,6302,Western Australia,WA
Inkpen,6302,Western Australia,WA
Kauring,6302,Western Australia,WA
Malebelling,6302,Western Australia,WA
Mount Hardey,6302,Western Australia,WA
Mount Observation ,6302,Western Australia,WA
Narraloggan,6302,Western Australia,WA
Quellington,6302,Western Australia,WA
St Ronans,6302,Western Australia,WA
Talbot ,6302,Western Australia,WA
Talbot West,6302,Western Australia,WA
Wilberforce ,6302,Western Australia,WA
York,6302,Western Australia,WA
Bally Bally,6304,Western Australia,WA
Beverley ,6304,Western Australia,WA
Dale,6304,Western Australia,WA
East Beverley,6304,Western Australia,WA
Kokeby,6304,Western Australia,WA
Morbinning,6304,Western Australia,WA
Westdale ,6304,Western Australia,WA
Aldersyde,6306,Western Australia,WA
Brookton,6306,Western Australia,WA
Bulyee,6306,Western Australia,WA
Jelcobine,6306,Western Australia,WA
Kweda,6306,Western Australia,WA
Codjatotine,6308,Western Australia,WA
Dwarda,6308,Western Australia,WA
East Pingelly,6308,Western Australia,WA
Hastings ,6308,Western Australia,WA
Pingelly,6308,Western Australia,WA
Pumphreys Bridge,6308,Western Australia,WA
Springs,6308,Western Australia,WA
Wandering,6308,Western Australia,WA
West Pingelly,6308,Western Australia,WA
East Popanyinning,6309,Western Australia,WA
Popanyinning,6309,Western Australia,WA
Stratherne,6309,Western Australia,WA
West Popanyinning,6309,Western Australia,WA
Commodine,6311,Western Australia,WA
Contine,6311,Western Australia,WA
Cuballing,6311,Western Australia,WA
Dryandra,6311,Western Australia,WA
Lol Gray,6311,Western Australia,WA
Townsendale,6311,Western Australia,WA
Wardering,6311,Western Australia,WA
Yornaning,6311,Western Australia,WA
Boundain,6312,Western Australia,WA
Dumberning,6312,Western Australia,WA
Hillside ,6312,Western Australia,WA
Minigin,6312,Western Australia,WA
Narrogin,6312,Western Australia,WA
Narrogin Valley,6312,Western Australia,WA
Nomans Lake,6312,Western Australia,WA
Toolibin,6312,Western Australia,WA
Yilliminning,6312,Western Australia,WA
Highbury ,6313,Western Australia,WA
Arthur River ,6315,Western Australia,WA
Ballaying,6315,Western Australia,WA
Cancanning,6315,Western Australia,WA
Collanilling,6315,Western Australia,WA
Dongolocking,6315,Western Australia,WA
Gundaring,6315,Western Australia,WA
Jaloran,6315,Western Australia,WA
Lime Lake,6315,Western Australia,WA
Minding,6315,Western Australia,WA
Piesseville,6315,Western Australia,WA
Wagin,6315,Western Australia,WA
Wedgecarrup,6315,Western Australia,WA
Boyerine,6316,Western Australia,WA
Cartmeticup,6316,Western Australia,WA
Glencoe ,6316,Western Australia,WA
Kenmare ,6316,Western Australia,WA
Westwood ,6316,Western Australia,WA
Woodanilling,6316,Western Australia,WA
Badgebup,6317,Western Australia,WA
Bullock Hills,6317,Western Australia,WA
Carrolup,6317,Western Australia,WA
Coblinine,6317,Western Australia,WA
Coyrecup,6317,Western Australia,WA
Datatine,6317,Western Australia,WA
Ewlyamartup,6317,Western Australia,WA
Katanning,6317,Western Australia,WA
Marracoonda,6317,Western Australia,WA
Moojebing,6317,Western Australia,WA
Murdong,6317,Western Australia,WA
Pinwernying,6317,Western Australia,WA
South Datatine,6317,Western Australia,WA
South Glencoe,6317,Western Australia,WA
Broomehill East,6318,Western Australia,WA
Broomehill Village,6318,Western Australia,WA
Broomehill West,6318,Western Australia,WA
Bobalong,6320,Western Australia,WA
Borderdale,6320,Western Australia,WA
Dartnall,6320,Western Australia,WA
Lake Toolbrunup,6320,Western Australia,WA
Moonies Hill,6320,Western Australia,WA
Tambellup,6320,Western Australia,WA
Wansbrough,6320,Western Australia,WA
Cranbrook ,6321,Western Australia,WA
Tenterden ,6322,Western Australia,WA
Kendenup,6323,Western Australia,WA
Denbarker,6324,Western Australia,WA
Forest Hill ,6324,Western Australia,WA
Mount Barker ,6324,Western Australia,WA
Perillup,6324,Western Australia,WA
Porongurup,6324,Western Australia,WA
South Stirling,6324,Western Australia,WA
Takalarup,6324,Western Australia,WA
Woogenellup,6324,Western Australia,WA
Narrikup,6326,Western Australia,WA
Redmond,6327,Western Australia,WA
Redmond West,6327,Western Australia,WA
Gnowellen,6328,Western Australia,WA
Kojaneerup South,6328,Western Australia,WA
Palmdale ,6328,Western Australia,WA
Centennial Park ,6330,Western Australia,WA
Cuthbert,6330,Western Australia,WA
Drome,6330,Western Australia,WA
Gledhow,6330,Western Australia,WA
Green Valley ,6330,Western Australia,WA
King River,6330,Western Australia,WA
Lange,6330,Western Australia,WA
Lockyer ,6330,Western Australia,WA
Marbelup,6330,Western Australia,WA
McKail,6330,Western Australia,WA
Millbrook ,6330,Western Australia,WA
Milpara,6330,Western Australia,WA
Mira Mar,6330,Western Australia,WA
Mount Clarence,6330,Western Australia,WA
Napier,6330,Western Australia,WA
Orana,6330,Western Australia,WA
Spencer Park,6330,Western Australia,WA
Walmsley,6330,Western Australia,WA
Warrenup,6330,Western Australia,WA
Willyung,6330,Western Australia,WA
Yakamia,6330,Western Australia,WA
Hazelvale,6333,Western Australia,WA
Kentdale,6333,Western Australia,WA
Kordabup,6333,Western Australia,WA
Mount Lindesay ,6333,Western Australia,WA
Mount Romance,6333,Western Australia,WA
Scotsdale,6333,Western Australia,WA
Shadforth ,6333,Western Australia,WA
Tingledale,6333,Western Australia,WA
Trent,6333,Western Australia,WA
Gnowangerup,6335,Western Australia,WA
Jackitup,6335,Western Australia,WA
Kebaringup,6335,Western Australia,WA
Pallinup,6335,Western Australia,WA
Cowalellup,6336,Western Australia,WA
